"No.","Time","Source","Destination","Protocol","Info","Length"
"238","51.762355","192.168.6.68","140.82.112.6","TCP","53000  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 239]","1454"
"239","51.762355","192.168.6.68","140.82.112.6","TLSv1.3","Client Hello (SNI=api.github.com)","521"
"240","51.763102","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=1 Ack=1 Win=65280 Len=1400 [TCP PDU reassembled in 241]","1454"
"241","51.763102","192.168.6.68","140.82.113.21","TLSv1.3","Client Hello (SNI=collector.github.com)","559"
"242","51.786533","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","86"
"243","51.885701","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=1 Ack=1868 Win=69632 Len=0","54"
"244","51.889835","140.82.112.6","192.168.6.68","TLSv1.3","Server Hello, Change Cipher Spec, Application Data","1454"
"245","51.889835","140.82.112.6","192.168.6.68","TCP","443  >  53000 [PSH, ACK] Seq=1401 Ack=1868 Win=69632 Len=1400 [TCP PDU reassembled in 246]","1454"
"246","51.889835","140.82.112.6","192.168.6.68","TLSv1.3","Application Data, Application Data, Application Data","743"
"247","51.889835","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=1 Ack=1906 Win=69632 Len=0","54"
"248","51.893607","192.168.6.68","140.82.112.6","TLSv1.3","Change Cipher Spec, Application Data","118"
"249","51.896316","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","146"
"250","51.896371","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","909"
"251","51.896406","192.168.6.68","140.82.112.6","TLSv1.3","Application Data, Application Data, Application Data","700"
"252","51.898886","140.82.113.21","192.168.6.68","TLSv1.3","Server Hello, Change Cipher Spec, Application Data","1454"
"253","51.898886","140.82.113.21","192.168.6.68","TCP","443  >  53001 [PSH, ACK] Seq=1401 Ack=1906 Win=69632 Len=1400 [TCP PDU reassembled in 255]","1454"
"254","51.898886","140.82.113.21","192.168.6.68","TCP","443  >  53001 [PSH, ACK] Seq=2801 Ack=1906 Win=69632 Len=1296 [TCP PDU reassembled in 255]","1350"
"255","51.904847","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","1454"
"256","51.904847","140.82.113.21","192.168.6.68","TLSv1.3","Application Data, Application Data","193"
"257","51.905181","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=1906 Ack=5636 Win=65280 Len=0","54"
"258","51.908975","192.168.6.68","140.82.113.21","TLSv1.3","Change Cipher Spec, Application Data","118"
"259","51.912191","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","146"
"260","51.912253","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","909"
"261","51.912361","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"262","51.912361","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=4317 Ack=5636 Win=65280 Len=1400 [TCP PDU reassembled in 264]","1454"
"263","51.912361","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=5717 Ack=5636 Win=65280 Len=1400 [TCP PDU reassembled in 264]","1454"
"264","51.912361","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"265","51.912361","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=8517 Ack=5636 Win=65280 Len=1400 [TCP PDU reassembled in 267]","1454"
"266","51.912361","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=9917 Ack=5636 Win=65280 Len=1400 [TCP PDU reassembled in 267]","1454"
"267","51.912361","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","830"
"268","51.915647","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","93"
"269","51.918018","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","947"
"270","51.918018","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","284"
"271","51.918018","52.96.90.34","192.168.6.68","TLSv1.2","Application Data","93"
"272","51.918243","192.168.6.68","52.96.90.34","TCP","49832  >  443 [ACK] Seq=1 Ack=2365 Win=255 Len=0","54"
"273","51.998916","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=3490 Ack=3525 Win=75776 Len=0","54"
"274","51.998916","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","133"
"275","51.998916","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","133"
"276","51.998916","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","157"
"277","51.999636","192.168.6.68","185.199.108.133","TCP","[TCP Keep-Alive] 52795  >  443 [ACK] Seq=1 Ack=1 Win=253 Len=1","55"
"278","52.000046","192.168.6.68","140.82.112.6","TLSv1.3","Application Data","85"
"279","52.002489","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","133"
"280","52.002489","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","133"
"281","52.002489","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","118"
"282","52.004412","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","85"
"283","52.026760","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","1026"
"284","52.026760","140.82.112.6","192.168.6.68","TLSv1.3","Application Data","1025"
"285","52.026906","192.168.6.68","140.82.112.6","TCP","53000  >  443 [ACK] Seq=3556 Ack=5694 Win=65280 Len=0","54"
"286","52.031390","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=5858 Ack=5717 Win=77824 Len=0","54"
"287","52.031711","192.168.6.68","140.82.112.6","TLSv1.3","Application Data, Application Data","124"
"288","52.054204","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=5858 Ack=7117 Win=80896 Len=0","54"
"289","52.054204","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=5858 Ack=8517 Win=83968 Len=0","54"
"290","52.054204","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"291","52.054204","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=5906 Ack=12093 Win=91136 Len=0","54"
"292","52.054204","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"293","52.054204","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","535"
"294","52.054204","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"295","52.080714","185.199.108.133","192.168.6.68","TCP","[TCP Keep-Alive ACK] 443  >  52795 [ACK] Seq=1 Ack=2 Win=284 Len=0 SLE=1 SRE=2","66"
"296","52.097697","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=12124 Ack=6915 Win=64256 Len=0","54"
"297","52.162595","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=5694 Ack=3556 Win=75776 Len=0","54"
"298","52.162595","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=6915 Ack=12124 Win=91136 Len=0","54"
"299","52.165569","140.82.112.6","192.168.6.68","TCP","443  >  53000 [ACK] Seq=5694 Ack=3626 Win=75776 Len=0","54"
"300","52.426703","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"301","52.426703","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=13524 Ack=6915 Win=64256 Len=1400 [TCP PDU reassembled in 303]","1454"
"302","52.426703","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=14924 Ack=6915 Win=64256 Len=1400 [TCP PDU reassembled in 303]","1454"
"303","52.426703","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","535"
"304","52.434924","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","1454"
"305","52.434924","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=18205 Ack=6915 Win=64256 Len=1400 [TCP PDU reassembled in 307]","1454"
"306","52.434924","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=19605 Ack=6915 Win=64256 Len=1400 [TCP PDU reassembled in 307]","1454"
"307","52.434924","192.168.6.68","140.82.113.21","TLSv1.3","Application Data","549"
"308","52.657948","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=6915 Ack=16324 Win=99328 Len=0","54"
"309","52.657948","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=6915 Ack=16805 Win=102400 Len=0","54"
"310","52.657948","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=6915 Ack=19605 Win=107520 Len=0","54"
"311","52.657948","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"312","52.657948","140.82.113.21","192.168.6.68","TCP","443  >  53001 [ACK] Seq=6963 Ack=21500 Win=111616 Len=0","54"
"313","52.657948","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","102"
"314","52.657948","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"315","52.657948","140.82.113.21","192.168.6.68","TLSv1.3","Application Data","534"
"316","52.658279","192.168.6.68","140.82.113.21","TCP","53001  >  443 [ACK] Seq=21500 Ack=7971 Win=65280 Len=0","54"
"317","52.849799","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=542","584"
"318","52.860201","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","306"
"319","52.863101","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","306"
"320","52.947096","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=33","75"
"321","52.960017","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","65"
"322","52.960017","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","626"
"323","52.960017","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","626"
"324","52.972057","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=33","75"
"325","52.979596","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","85"
"326","52.979997","192.168.6.68","107.167.100.100","TCP","53002  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"327","53.025706","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=1091","1133"
"328","53.025706","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=129","171"
"329","53.039883","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=a5fcc54fec01383f, PKN: 1, CRYPTO, CRYPTO, PING, PING, CRYPTO","1292"
"330","53.040126","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=a5fcc54fec01383f, PKN: 2, PING, PING, CRYPTO, CRYPTO","1292"
"331","53.040847","192.168.6.68","216.239.34.180","QUIC","0-RTT, DCID=a5fcc54fec01383f","123"
"332","53.050448","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=40","82"
"333","53.138116","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=e5fcc54fec01383f, PKN: 1, ACK","82"
"334","53.138116","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=e5fcc54fec01383f, PKN: 2, ACK, PADDING","1292"
"335","53.152775","216.239.34.180","192.168.6.68","QUIC","Initial, SCID=e5fcc54fec01383f, PKN: 3, CRYPTO, PADDING","1292"
"336","53.152775","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","344"
"337","53.153702","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","990"
"338","53.153702","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","81"
"339","53.157807","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=26","68"
"340","53.162588","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"341","53.199358","192.168.6.68","216.239.34.180","QUIC","Initial, DCID=e5fcc54fec01383f, PKN: 4, ACK, PADDING","1292"
"342","53.199948","192.168.6.68","216.239.34.180","QUIC","Handshake, DCID=e5fcc54fec01383f","120"
"343","53.201511","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","1288"
"344","53.201919","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","1292"
"345","53.202169","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","1292"
"346","53.202952","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","596"
"347","53.205586","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","348"
"348","53.205767","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","73"
"349","53.240625","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","74"
"350","53.240947","192.168.6.68","107.167.100.100","TCP","53003  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"351","53.282176","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","163"
"352","53.282176","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"353","53.306381","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"354","53.306381","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"355","53.306381","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"356","53.320762","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","74"
"357","53.333817","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","72"
"358","53.362207","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","74"
"359","53.386682","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","606"
"360","53.386682","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","63"
"361","53.394111","192.168.6.68","216.239.34.180","QUIC","Protected Payload (KP0), DCID=e5fcc54fec01383f","77"
"362","53.579433","216.239.34.180","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"363","53.912544","192.168.6.68","52.111.227.9","TLSv1.2","Application Data","90"
"364","53.990079","192.168.6.68","107.167.100.100","TCP","[TCP Retransmission] 53002  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"365","54.056120","52.111.227.9","192.168.6.68","TLSv1.2","Application Data","86"
"366","54.100154","52.96.109.130","192.168.6.68","TLSv1.2","Application Data","95"
"367","54.117855","192.168.6.68","52.111.227.9","TCP","50980  >  443 [ACK] Seq=73 Ack=65 Win=251 Len=0","54"
"368","54.118483","192.168.6.68","52.96.109.130","TLSv1.2","Application Data, Application Data","124"
"369","54.246514","192.168.6.68","107.167.100.100","TCP","[TCP Retransmission] 53003  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"370","54.305427","52.96.109.130","192.168.6.68","TCP","443  >  52365 [ACK] Seq=124 Ack=211 Win=251 Len=0","54"
"371","55.324598","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=37","79"
"372","55.355235","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=33","75"
"373","55.357113","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=37","79"
"374","55.358039","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=34","76"
"375","55.996481","192.168.6.68","107.167.100.100","TCP","[TCP Retransmission] 53002  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"376","56.250110","192.168.6.68","107.167.100.100","TCP","[TCP Retransmission] 53003  >  443 [SYN] Seq=0 Win=65535 Len=0 MSS=1460 WS=256 SACK_PERM","66"
"377","57.876657","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=1243","1285"
"378","57.876952","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=788","830"
"379","57.884388","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","306"
"380","57.890731","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","306"
"381","58.050958","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","306"
"382","58.054187","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","65"
"383","58.054187","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=33","75"
"384","58.054187","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","627"
"385","58.054187","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","627"
"386","58.054187","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=695","737"
"387","58.054187","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=213","255"
"388","58.067885","192.168.6.68","172.64.41.5","QUIC","Protected Payload (KP0), DCID=01a4afe184dfc75d1ea77ae1d6dfc2e472058e2e","85"
"389","58.070503","192.168.6.68","172.217.15.206","UDP","60734  >  443 Len=40","82"
"390","58.071497","192.168.6.68","142.250.64.170","QUIC","Initial, DCID=2a73df48cadce836, PKN: 1, PADDING, CRYPTO, PING, CRYPTO, PING, PING, CRYPTO, CRYPTO, CRYPTO, PADDING, PING","1292"
"391","58.071621","192.168.6.68","142.250.64.170","QUIC","Initial, DCID=2a73df48cadce836, PKN: 2, CRYPTO, PADDING, CRYPTO, CRYPTO, PADDING, PING, CRYPTO, PING, PING, PADDING, CRYPTO, PING, PING, PING, PADDING, PING","1292"
"392","58.071960","192.168.6.68","142.250.64.170","QUIC","0-RTT, DCID=2a73df48cadce836","122"
"393","58.133354","142.250.64.170","192.168.6.68","QUIC","Initial, SCID=ea73df48cadce836, PKN: 1, ACK","82"
"394","58.151277","172.64.41.5","192.168.6.68","QUIC","Protected Payload (KP0)","65"
"395","58.151277","172.217.15.206","192.168.6.68","UDP","443  >  60734 Len=26","68"
"396","58.151277","142.250.64.170","192.168.6.68","QUIC","Initial, SCID=ea73df48cadce836, PKN: 2, ACK, PADDING","1292"
"397","58.162158","142.250.64.170","192.168.6.68","QUIC","Initial, SCID=ea73df48cadce836, PKN: 3, CRYPTO, PADDING","1292"
"398","58.162576","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","348"
"399","58.165372","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","986"
"400","58.165372","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","87"
"401","58.176515","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"402","58.202387","192.168.6.68","142.250.64.170","QUIC","Initial, DCID=ea73df48cadce836, PKN: 4, ACK, PADDING","1292"
"403","58.202601","192.168.6.68","142.250.64.170","QUIC","Handshake, DCID=ea73df48cadce836","120"
"404","58.202990","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","1288"
"405","58.203172","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","1292"
"406","58.203286","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","1292"
"407","58.203890","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","614"
"408","58.208895","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","716"
"409","58.209260","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","618"
"410","58.209495","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","716"
"411","58.209772","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","167"
"412","58.210434","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","73"
"413","58.234765","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","74"
"414","58.295210","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","163"
"415","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"416","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"417","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"418","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"419","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","71"
"420","58.309906","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","67"
"421","58.311982","192.168.6.68","142.250.64.170","QUIC","Protected Payload (KP0), DCID=ea73df48cadce836","73"
"422","58.341160","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","1288"
"423","58.341160","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","66"
"424","58.341160","142.250.64.170","192.168.6.68","QUIC","Protected Payload (KP0)","99"
